model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
Samsung M378B5773SB0-CK0 2GB,DDR3,9500,2,,
PNY Electronics 64D0JKHNK 8GB,DDR3,9500,8,,
Micron Technology 36JSF1G72PZ-1G9K1 8GB,DDR3,9500,8,,
Hynix Semiconductor (Hyundai Electronics) HMT125U6,DDR3,9450,HMT125U6,,
Samsung M392B1G73DB0-CMA 8GB,DDR3,9200,8,,
Kingston 9905402-405.A00LF 2GB,DDR3,9050,2,,
Micron Technology 36JSF1G72PZ-1G6K1 8GB,DDR3,8950,8,,
Samsung M393B1G70QH0-YK0 8GB,DDR3,8900,8,,
Samsung M393B2G70QH0-CMA 16GB,DDR3,8900,16,,
Micron Technology 36JSF2G72PZ-1G9N1 16GB,DDR3,8800,16,,
Hynix Semiconductor (Hyundai Electronics) HMT31GR7CFR4C-PB 8GB,DDR3,8500,8,,
Hynix Semiconductor (Hyundai Electronics) HMT31GR7,DDR3,8250,HMT31GR7,,
Hynix Semiconductor (Hyundai Electronics) HMT351R7CFR8C-PB 4GB,DDR3,8150,4,,
Crucial Technology CT25664BA1339.M8FM 2GB,DDR3,11350,2,,
Kingston 99U5402-048.A00LF 2GB,DDR3,11350,2,,
G Skill Intl F3-10666CL9-1GBNQ 1GB,DDR3,11150,1,,
ISD Technology Limited IM34GU48C16-999HM 4GB,DDR3,11100,4,,
Kingston 99U5402-059.A00LF 2GB,DDR3,11050,2,,
Corsair CMY8GX3M2A3000C12 4GB,DDR3,11050,4,,
Silicon Power Computer & Communications DBLT2GN568,DDR3,11000,DBLT2GN568,,
Kingston 9905584-014.A00LF 4GB,DDR3,10900,4,,
Mushkin 991586 2GB,DDR3,10850,2,,
Kingston 99P5474-023.A00LF 4GB,DDR3,10850,4,,
Apacer Technology 78.B1GET.9K00C 4GB,DDR3,10800,4,,
Corsair CM3X1G1600C9 1GB,DDR3,10750,1,,
Transcend Information TS512MLK64W6H 4GB,DDR3,10750,4,,
Nanya Technology NT4GC64B88B1NF-DI 4GB,DDR3,10750,4,,
Smart Modular SH564128FH8N6TNSQG 4GB,DDR3,10750,4,,
Kingston HP698650-154-KEB 4GB,DDR3,10700,4,,
Carry Technology Co. Ltd. U3A4G93-16GBHT3B00 4GB,DDR3,10650,4,,
SK Hynix DMT451E6BFR8C-PB 4GB,DDR3,10650,4,,
Corsair CMZ4GX3M1A1600C9 4GB,DDR3,10650,4,,
Kingston ACR16D3LU1KFG/4G 4GB,DDR3,10650,4,,
Hynix Semiconductor (Hyundai Electronics) MPPU8GB1333DDP 8GB,DDR3,10600,8,,
Crucial Technology ST102464BA160B.16F 8GB,DDR3,10600,8,,
Crucial Technology BLT2G3D1337DT1TX0. 2GB,DDR3,10550,2,,
Kingston 99U5458-005.A00LF 4GB,DDR3,10550,4,,
Kingston 9905402-670.A00LF 4GB,DDR3,10550,4,,
Strontium EVMT8G1333U86S 8GB,DDR3,10550,8,,
Mushkin 999015 4GB,DDR3,10500,4,,
PNY Electronics 8GBH2X04E99924-15- 8GB,DDR3,10500,8,,
Kingston 99U5471-028.A00LF 4GB,DDR3,10450,4,,
Corsair VS2GB1333D4 2GB,DDR3,10400,2,,
Kingmax Semiconductor FLFD45F-B8KG9 1GB,DDR3,10400,1,,
Team Group Inc. Vulcan 1600 4GB,DDR3,10400,4,,
G Skill Intl F3-1600C9-8GAR 8GB,DDR3,10400,8,,
Samsung M378B1G73EB0-YK0 8GB,DDR3,10400,8,,
Kingston 99U5403-048.A00LF 4GB,DDR3,10350,4,,
Nanya Technology M2F2G64CB88G4N-DI 2GB,DDR3,10350,2,,
Kingston 99U5471-025.A00LF 4GB,DDR3,10300,4,,
Kingston ASU16D3LS1MNG/8G 8GB,DDR3,10300,8,,
Corsair CM3X2G1333C9 2GB,DDR3,10300,2,,
Corsair CMSX16GX3M2C1866C1 8GB,DDR3,10300,8,,
Kingmax Semiconductor FLGG45F-D8KMB 8GB,DDR3,10250,8,,
Kingston 9905403-512.A00LF 8GB,DDR3,10250,8,,
Micron Technology 18JSF25672AZ-1G4G1 2GB,DDR3,10250,2,,
PNY Electronics 4GBH1X04F1AA28-15 4GB,DDR3,10250,4,,
Golden Empire CL9-9-9 D3-1333 8GB,DDR3,10250,8,,
Team Group Inc. Dark-1600 4GB,DDR3,10150,4,,
Corsair CMX32GX3M4A1333C9 8GB,DDR3,10100,8,,
SK Hynix HMT451S6AFR8A-PB 4GB,DDR3,10100,4,,
Kingston 9905403-666.A00LF 8GB,DDR3,10050,8,,
Samsung M471B1G73BH0-CK0 8GB,DDR3,10050,8,,
Samsung M471B1G73EB0-YK0 8GB,DDR3,10050,8,,
Kingston KP4T2F-MIN 4GB,DDR3,10000,4,,
Kingston RB16D3LS1KBG/4G 4GB,DDR3,9950,4,,
G Skill Intl F3-12800CL9-2GBRL 2GB,DDR3,9950,2,,
Corsair CMZ8GX3M2A1866C10 4GB,DDR3,9900,4,,
Samsung M471B5173CB0-YK0 4GB,DDR3,9900,4,,
Corsair CMSO8GX3M1A1333C9 8GB,DDR3,9900,8,,
OCZ OCZ3P1333C8ELV2G 2GB,DDR3,9850,2,,
Hynix Semiconductor (Hyundai Electronics) HMT351S6CFR8C-PB 4GB,DDR3,9850,4,,
Kingston 9905474-037.A01LF 4GB,DDR3,9850,4,,
Samsung M471B1G73QH0-YK0 8GB,DDR3,9850,8,,
Micron Technology 16KTF1G64AZ-1G4E1 8GB,DDR3,9800,8,,
Team Group Inc. TEAMGROUP-SD3-1600 4GB,DDR3,9800,4,,
SK Hynix HMT31GR7EFR4A-PB 8GB,DDR3,9800,8,,
Elpida EBJ20UF8BDU0-GN-F 2GB,DDR3,9700,2,,
Kingston ASU1600S11-4G-EDEG 4GB,DDR3,9700,4,,
Wilk Elektronik S.A. GR1600S3V64L11/4G 4GB,DDR3,9700,4,,
Ramaxel Technology RMT3160ME68FAF1600 8GB,DDR3,9700,8,,
Hynix Semiconductor (Hyundai Electronics) HMT325S6CFR8C-PB 2GB,DDR3,9650,2,,
Kingston 9905428-123.A00LF 8GB,DDR3,9550,8,,
G Skill Intl F3-10666CL9-4GBSQ 4GB,DDR3,9500,4,,
Crucial Technology CT8G3S160BM.M16FN 8GB,DDR3,9450,8,,
Nanya Technology M2S4G64CB8HG4N-DI 4GB,DDR3,9400,4,,
Kingston 9905428-047.A00LF 4GB,DDR3,9400,4,,
Kingston ACR16D3LS1KBG/8G 8GB,DDR3,9400,8,,
Hynix Semiconductor (Hyundai Electronics) HMT125S6,DDR3,9350,HMT125S6,,
Mushkin 97[2/7]2020A 8GB,DDR3,9200,8,,
SK Hynix HMT42GR7MFR4C-PB 16GB,DDR3,9200,16,,
Samsung M393B5170GB0-CH9 4GB,DDR3,9200,4,,
PNY Electronics 6AB0HHHJ-HS 2GB,DDR3,9100,2,,
Samsung M393B5270DH0-CK0 4GB,DDR3,8200,4,,
Gloway International (HK) WAR3U1600C11041C 4GB,DDR3,7800,4,,
Samsung M393B1K70EB0-CH9 8GB,DDR3,7700,8,,
SK Hynix HMT31GR7EFR4C-PB 8GB,DDR3,7000,8,,
Kingston 99U5402-436.A00LF 4GB,DDR3,11400,4,,
Patriot Memory (PDP Systems) 1333 CL9 Series 4GB,DDR3,11350,4,,
Kingston 9905474-019.A00LF 2GB,DDR3,11200,2,,
SK Hynix HMT351U6AFR8C-H9 4GB,DDR3,11100,4,,
takeMS International AG TMS4GB364F081139EM 4GB,DDR3,11100,4,,
Kingston 9905402-015.A01LF 1GB,DDR3,11000,1,,
SK Hynix HMT112U6TFR8C-H9 1GB,DDR3,11000,1,,
A-DATA Technology 10241925 2GB,DDR3,10950,2,,
Crucial Technology BLS4G3D18ADS3J.8FN 4GB,DDR3,10850,4,,
Kingston 99U5474-010.A00LF 2GB,DDR3,10800,2,,
Apacer Technology 78.B1GEP.4200C 4GB,DDR3,10800,4,,
Wilk Elektronik S.A. GR1333D364L9/8G 8GB,DDR3,10800,8,,
Kingston 99U5474-037.A00LF 4GB,DDR3,10750,4,,
Kingston 99U5402-029.A00LF 2GB,DDR3,10700,2,,
SK Hynix HMT325U6CFR8C-H9 2GB,DDR3,10700,2,,
A-DATA Technology DDR3 1333G 2GB,DDR3,10700,2,,
Ramaxel Technology RMT3010EC58E8F1333 2GB,DDR3,10650,2,,
Micron Technology 8KTF25664AZ-1G4M1 2GB,DDR3,10650,2,,
Crucial Technology CT25664BA1339.M8FR 2GB,DDR3,10600,2,,
A-DATA Technology AM2L16BC4R1-B0AS 4GB,DDR3,10600,4,,
Kingston 9905474-041.A00LF 4GB,DDR3,10600,4,,
Kingston 99U5403-492.A00LF 8GB,DDR3,10600,8,,
Micron Technology 8JTF25664AZ-1G4D1 2GB,DDR3,10600,2,,
Patriot Memory (PDP Systems) 1600 CL11 Series 4GB,DDR3,10600,4,,
Samsung M378B1G73BH0-CH9 8GB,DDR3,10600,8,,
Ramaxel Technology RMR5030MN68F9F1600 4GB,DDR3,10600,4,,
Nanya Technology M2F4G64CB88B4N-DI 4GB,DDR3,10550,4,,
Smart Modular SH564568FH8N0QNSCG 2GB,DDR3,10550,2,,
Kingston KVR648-PSB 8GB,DDR3,10550,8,,
A-DATA Technology AO2L16BC4R1-BR1S 4GB,DDR3,10500,4,,
Kingston KHX1866C11D3/8G 8GB,DDR3,10500,8,,
Kingston 99U5584-005.A00LF 4GB,DDR3,10500,4,,
Ramaxel Technology RMR5030ME68F9F1600 4GB,DDR3,10500,4,,
Kingston 9905402-414.A00LF 2GB,DDR3,10450,2,,
Transcend Information TS256MLK64V6N 2GB,DDR3,10450,2,,
Micron Technology 16KTF51264AZ-1G6M1 4GB,DDR3,10350,4,,
Crucial Technology RM25664BA1339.8FR 2GB,DDR3,10300,2,,
Ramaxel Technology RMT3170EB68E9W1600 4GB,DDR3,10300,4,,
Corsair CM3X2G1333C9D 2GB,DDR3,10250,2,,
G Skill Intl F3-1600C11-4GISL 4GB,DDR3,10250,4,,
OCZ OCZ3G1333LV2G 2GB,DDR3,10250,2,,
Transcend Information JM1333KLN-4G 4GB,DDR3,10250,4,,
Hynix Semiconductor (Hyundai Electronics) HMT325U7EFR8C-RD 2GB,DDR3,10200,2,,
Team Group Inc. Quad-Vulcan-1600 8GB,DDR3,10200,8,,
Crucial Technology CT102464BA160B.M16 8GB,DDR3,10200,8,,
Kingston ACR16D3LS1KNG/4G 4GB,DDR3,10150,4,,
Crucial Technology RM51264BA1339.16FD 4GB,DDR3,10150,4,,
Hynix Semiconductor (Hyundai Electronics) HMT351U6BFR8C-H9 4GB,DDR3,10100,4,,
Corsair CMX16GX3M4A1333C9 4GB,DDR3,10100,4,,
Crucial Technology CT51264BF160BJ.T8 4GB,DDR3,10050,4,,
Ramaxel Technology RMT3160ED58E9W1600 4GB,DDR3,10050,4,,
SK Hynix HMT451S6BFR8A-PB 4GB,DDR3,10050,4,,
Kingston K1N7HK-HYC 2GB,DDR3,10000,2,,
Samsung M471B5773DH0-CK0 2GB,DDR3,10000,2,,
Hynix Semiconductor (Hyundai Electronics) HMT41GU6AFR8A-PB 8GB,DDR3,9950,8,,
G Skill Intl F3-12800CL7-2GBPI 2GB,DDR3,9950,2,,
G Skill Intl F3-1600C10-8GAB 8GB,DDR3,9950,8,,
G Skill Intl F3-10666CL9-2GBSQ 2GB,DDR3,9900,2,,
Ramaxel Technology RMR1870EF48E8W1333 2GB,DDR3,9900,2,,
Samsung M471B5173DB0-YK0 4GB,DDR3,9900,4,,
Corsair CM3X2G1600C9 2GB,DDR3,9850,2,,
Kingston 99U5471-001.A01LF 2GB,DDR3,9750,2,,
Kingston KHX1600C9S3/8G 8GB,DDR3,9750,8,,
Kingston TSB1600D3S1ELD/4GE 4GB,DDR3,9700,4,,
Kingston HP687515-H63-KEB 4GB,DDR3,9700,4,,
Corsair CMP32GX3M4X1600C10 8GB,DDR3,9700,8,,
SK Hynix HMT41GS6AFR8A-PB 8GB,DDR3,9700,8,,
Kingston 9905428-186.A00LF 8GB,DDR3,9650,8,,
Kingston 9965433-407.A00LF 8GB,DDR3,9650,8,,
Kingston 99U5428-040.A01LF 4GB,DDR3,9500,4,,
G Skill Intl F3-1600C10-8GSQ 8GB,DDR3,9500,8,,
Crucial Technology CT102464BF1339.M16 8GB,DDR3,9450,8,,
Micron Technology 36JSZF51272PZ1G4F1 4GB,DDR3,9450,4,,
Corsair CMSA8GX3M2A1333C9 4GB,DDR3,9400,4,,
Samsung SGB724GABBA28R4-SD 32GB,DDR3,9250,32,,
Nanya Technology M2S8G64CB8HB4N-DI 8GB,DDR3,9200,8,,
Samsung M393B1K70QB0-CK0 8GB,DDR3,9150,8,,
Kingmax Semiconductor FSGG45F-D8KMB 8GB,DDR3,9100,8,,
SK Hynix HMT31GR7CFR4A-H9 8GB,DDR3,9050,8,,
Samsung M393B1K70CH0-YH9 8GB,DDR3,8950,8,,
Mushkin 994073 8GB,DDR3,8900,8,,
Micron Technology 36JSZF51272PZ1G4G1 4GB,DDR3,8850,4,,
Super Talent STT-W1333UA1G8 1GB,DDR3,8800,1,,
Kingston 9965516-195.A00LF 8GB,DDR3,8650,8,,
Gloway International (HK) CL11-11-11 D3-1600 8GB,DDR3,8650,8,,
Micron Technology 36KSF2G72PZ-1G6N1 16GB,DDR3,8650,16,,
Samsung M393B2G70AH0-YH9 16GB,DDR3,8600,16,,
Micron Technology 9JSF12872AZ-1G4G1 1GB,DDR3,8100,1,,
Kingston 9965516-051.A00LF 8GB,DDR3,7450,8,,
Avant Technology F6451U67F9333G 4GB,DDR3,11150,4,,
G Skill Intl F3-10666CL8-2GBHK 2GB,DDR3,11100,2,,
Kingston HP497157-D88-ELCG 2GB,DDR3,10950,2,,
Kingston 99U5402-060.A00LF 2GB,DDR3,10850,2,,
ASint Technology SLA304G08-EDJ1B 4GB,DDR3,10750,4,,
Positivo Informatica Ltd 76.B146G.C340C 4GB,DDR3,10600,4,,
Kingston 9905584-027.A00LF 4GB,DDR3,10550,4,,
Unifosa Corporation HU564403EP0200 4GB,DDR3,10550,4,,
Crucial Technology CT51264BA160BJ.C8 4GB,DDR3,10550,4,,
Avant Technology F6451U67G1600G 4GB,DDR3,10400,4,,
Kingston 99U5584-004.A00LF 4GB,DDR3,10400,4,,
Crucial Technology BLT2G3D1608DT2TXRG 2GB,DDR3,10400,2,,
Kingston 99U5402-031.A00LF 4GB,DDR3,10350,4,,
Samsung M378B1G73QH0-YK0 8GB,DDR3,10350,8,,
Unifosa Corporation GU512303EP0202 2GB,DDR3,10300,2,,
Team Group Inc. Team-Elite-1333 4GB,DDR3,10300,4,,
Silicon Power Computer & Communications DCLT8GN128,DDR3,10250,DCLT8GN128,,
Kingston 99P5471-004.A01LF 4GB,DDR3,10250,4,,
Kingston 9905403-893.A00LF 8GB,DDR3,10250,8,,
SK Hynix HMT325U6BFR8C-H9 2GB,DDR3,10250,2,,
Samsung M378B5173QH0-YK0 4GB,DDR3,10250,4,,
Nanya Technology NT4GC64B8HG0NF-CG 4GB,DDR3,10250,4,,
Nanya Technology NT2GC64B88B0NF-CG 2GB,DDR3,10200,2,,
SK Hynix DMT451E6AFR8C-H9 4GB,DDR3,10150,4,,
Unifosa Corporation GU502203EP0201 1GB,DDR3,10150,1,,
Kingston K1N7HK-ELC 2GB,DDR3,10150,2,,
Kingston 9905403-831.A00LF 8GB,DDR3,10150,8,,
Nanya Technology NT2GC64B88G0NF-CG 2GB,DDR3,10150,2,,
Kingston 9905402-415.A00LF 2GB,DDR3,10100,2,,
Corsair CMV4GX3M1A1333C9 4GB,DDR3,10100,4,,
Kingston 99U5402-522.A00LF 4GB,DDR3,10050,4,,
Patriot Memory (PDP Systems) PSD34G1600L81S 4GB,DDR3,10050,4,,
Hynix Semiconductor (Hyundai Electronics) HMT325R7BFR8A-H9 2GB,DDR3,10050,2,,
Kingston 9905428-428.A00LF 8GB,DDR3,10050,8,,
OCZ OCZ3P1600LV2G 2GB,DDR3,10000,2,,
G Skill Intl F3-10666CL7-2GBRH 2GB,DDR3,9950,2,,
Kingston 99U5474-012.A00LF 2GB,DDR3,9950,2,,
SK Hynix HMT451S6MFR8A-PB 4GB,DDR3,9950,4,,
SK Hynix HMT451S6AFR8C-PB 4GB,DDR3,9950,4,,
A-DATA Technology 10242281 8GB,DDR3,9900,8,,
Kingmax Semiconductor FLGG45F-D8KLB 8GB,DDR3,9900,8,,
Kingston TSB1333D3S9SR8U/2G 2GB,DDR3,9850,2,,
Kingmax Semiconductor FLGG45F-D8WMB 8GB,DDR3,9850,8,,
Nanya Technology M2S8G64CC8HB5N-DI 8GB,DDR3,9750,8,,
Wilk Elektronik S.A. GL1600D364L10/8G 8GB,DDR3,9700,8,,
Hynix Semiconductor (Hyundai Electronics) HMT451S6AFR8A-PB 4GB,DDR3,9650,4,,
Samsung M471B5173BH0-YK0 4GB,DDR3,9600,4,,
Kingston 9905428-087.A00LF 8GB,DDR3,9600,8,,
Crucial Technology BL25664FN1608.16FF 2GB,DDR3,9550,2,,
G Skill Intl F3-10666CL8-2GBRM 2GB,DDR3,9550,2,,
ITRenew Inc S939A2SGS-ITR 8GB,DDR3,9550,8,,
Ramaxel Technology RMT3170EB68F9W1600 4GB,DDR3,9550,4,,
Kingston 99U5471-011.A01LF 2GB,DDR3,9500,2,,
V-Color Technology Inc. TN8G16C11-H11 8GB,DDR3,9500,8,,
Kingston HP16D3LS1KFG/4G 4GB,DDR3,9500,4,,
Nanya Technology M2S2G64CB88G5N-DI 2GB,DDR3,9450,2,,
Kingston ACR16D3LS1NBG/4G 4GB,DDR3,9450,4,,
Samsung M393B4G70EMB-CMA 32GB,DDR3,9450,32,,
Corsair CMSO8GX3M1C1333C9 8GB,DDR3,9200,8,,
Crucial Technology CT51264BC1339.D16F 4GB,DDR3,9100,4,,
Micron Technology 18JSF1G72PZ-1G9E1 8GB,DDR3,9000,8,,
Kingston 9965516-421.A00LF 16GB,DDR3,8950,16,,
Kingston 99U5428-063.A00G 8GB,DDR3,8950,8,,
Kingston 99U5474-025.A00LF 2GB,DDR3,8850,2,,
Ramaxel Technology RMT3020EF48E8W1333 2GB,DDR3,8850,2,,
Kingston 9905428-129.A00LF 4GB,DDR3,8750,4,,
Samsung M393B1K70CHD-CH9 8GB,DDR3,8750,8,,
Transcend Information TS256MSK64V3N 2GB,DDR3,8700,2,,
Crucial Technology CT8G3S1339M.M16FDD 8GB,DDR3,8700,8,,
Micron Technology 36JSZF1G72PZ-1G4D1 8GB,DDR3,8650,8,,
Nanya Technology M2F2G64CB88D7N-CG 2GB,DDR3,8550,2,,
Hynix Semiconductor (Hyundai Electronics) HMT112S6BFR6C-H9 1GB,DDR3,8150,1,,
Hynix Semiconductor (Hyundai Electronics) HMT31GR7BFR4A-H9 8GB,DDR3,8150,8,,
Micron Technology 18KSF51272PZ-1G4M1 4GB,DDR3,7950,4,,
Kingston 9905402-667.A00LF 4GB,DDR3,11050,4,,
SanMax Technologies Inc. SMD-4G28NP-16KL 4GB,DDR3,10800,4,,
Apacer Technology 78.B1GEP.9LZ0C 4GB,DDR3,10750,4,,
Micron Technology 4JTF12864AZ-1G4D1 1GB,DDR3,10700,1,,
Kingston 99U5402-041.A00LF 4GB,DDR3,10700,4,,
Teikon TMT451U6AFR8C-PBHJ 4GB,DDR3,10650,4,,
Crucial Technology CT25664BA1339.M8FK 2GB,DDR3,10600,2,,
Kingston 99U5595-002.A00LF 2GB,DDR3,10600,2,,
Crucial Technology ST102464BA1339.16F 8GB,DDR3,10600,8,,
Crucial Technology BLT2G3D1608DT1TX0. 2GB,DDR3,10550,2,,
Micron Technology V01D3L84GB52852813 4GB,DDR3,10550,4,,
Kingston 99U5584-009.A00LF 4GB,DDR3,10500,4,,
Crucial Technology CT51264BD160BJ.C8F 4GB,DDR3,10450,4,,
Strontium SRT8G86U2-P9M 8GB,DDR3,10350,8,,
A-DATA Technology AD63I1B0823EV 2GB,DDR3,10350,2,,
Crucial Technology BLT4G3D21BCT1J.8FN 4GB,DDR3,10300,4,,
ISD Technology Limited IMT41GU6MFR8C-RA0 8GB,DDR3,10300,8,,
Kingston ACR16D3LU1KBG/4G 4GB,DDR3,10300,4,,
Hynix Semiconductor (Hyundai Electronics) DMT451E6AFR8C-PB 4GB,DDR3,10300,4,,
Corsair CMZ8GX3M1A1600C9 8GB,DDR3,10300,8,,
Samsung M378B5173BH0-CK0 4GB,DDR3,10300,4,,
Corsair CMY16GX3M2C1600C9 8GB,DDR3,10250,8,,
Mushkin 992017 (997017) 8GB,DDR3,10250,8,,
G Skill Intl F3-10666CL9-4GBXL 4GB,DDR3,10250,4,,
Mushkin 999046 4GB,DDR3,10200,4,,
Nanya Technology M2F8G64CC8HD5N-DI 8GB,DDR3,10200,8,,
Kingston 9905584-015.A00LF 4GB,DDR3,10200,4,,
Mushkin 992000 (997000) 4GB,DDR3,10150,4,,
Kingston 99U5402-463.A00LF 4GB,DDR3,10150,4,,
Kingston 9905403-152.A00LF 2GB,DDR3,10100,2,,
Nanya Technology M2F4G64CB88C7N-DI 4GB,DDR3,10100,4,,
OCZ OCZ3G1600LV2G 2GB,DDR3,10100,2,,
Kingston 99U5471-054.A00LF 8GB,DDR3,10100,8,,
Corsair CML8GX3M2C1600C9 4GB,DDR3,10050,4,,
Kingston 99U5402-047.A00LF 2GB,DDR3,10050,2,,
SK Hynix DMT325U6BFR8C-H9 2GB,DDR3,10050,2,,
Kingston 9905584-017.A00LF 4GB,DDR3,10050,4,,
Apacer Technology 78.B1GET.CPZ0C 4GB,DDR3,10000,4,,
Kingmax Semiconductor FLFF65F-C8KL9 4GB,DDR3,10000,4,,
Walton Chaintech AU2G733-13GK905 2GB,DDR3,10000,2,,
Corsair CM3X2G1600C9DHX 2GB,DDR3,10000,2,,
G Skill Intl F3-1333C9-8GIS 8GB,DDR3,10000,8,,
Kingston 9905403-892.A00LF 8GB,DDR3,9950,8,,
Kingston 9905584-025.A00LF 4GB,DDR3,9950,4,,
Corsair CMSO2GX3M1A1333C9 2GB,DDR3,9900,2,,
Kingston 9905402-442.A00LF 2GB,DDR3,9900,2,,
Ramaxel Technology RMT3170ME68F9F1600 4GB,DDR3,9850,4,,
Samsung M471B1G73BH0-YK0 8GB,DDR3,9850,8,,
A-DATA Technology AM2L16BC8R2-B06S 8GB,DDR3,9800,8,,
Corsair CMSO8GX3M1C1600C11 8GB,DDR3,9800,8,,
Samsung M378B5173QH0-CMA 4GB,DDR3,9800,4,,
Kingmax Semiconductor FLFF65F-C8KF9 4GB,DDR3,9750,4,,
Kingmax Semiconductor FLFE85F-C8KM9 2GB,DDR3,9750,2,,
Kingston 99U5471-017.A00LF 4GB,DDR3,9750,4,,
Kingston KNWMX1-MIN 4GB,DDR3,9750,4,,
Crucial Technology CT51264BF186DJ.C8F 4GB,DDR3,9700,4,,
Kingston 9905471-006.A02LF 4GB,DDR3,9650,4,,
Smart Modular SH564568FH8NZPHSCG 2GB,DDR3,9650,2,,
Nanya Technology NT4GC64B8HB0NS-CG 4GB,DDR3,9650,4,,
Micron Technology 8GB,DDR3,9650,8,,
Kingston 9905474-060.A00LF 4GB,DDR3,9550,4,,
Kingston KF073F-ELD 2GB,DDR3,9450,2,,
Kingston 99U5469-028.A00LF 4GB,DDR3,9400,4,,
Hynix Semiconductor (Hyundai Electronics) HMT41GS6BFR8A-PB 8GB,DDR3,9400,8,,
Micron Technology 8KTF51264HZ-1G6J1 4GB,DDR3,9350,4,,
Samsung M386B4G70DM0-YK03 32GB,DDR3,9250,32,,
Kingston 9905428-093.A00LF 8GB,DDR3,9250,8,,
Smart Modular SH564128FJ8NWRNSQR 4GB,DDR3,9100,4,,
Kingston 99U5428-079.A00LF 8GB,DDR3,9050,8,,
Nanya Technology NT4GC72B4NA1NL-CG 4GB,DDR3,9000,4,,
Micron Technology 8JTF25664HZ-1G4H1 2GB,DDR3,8900,2,,
Samsung M393B1K70BH1-CH9 8GB,DDR3,8900,8,,
Samsung M393B5170EH1-CH9 4GB,DDR3,8900,4,,
Kingston 9965426-405.A00LF 8GB,DDR3,8850,8,,
Kingston 9965516-477.A00G 16GB,DDR3,8850,16,,
SK Hynix 8GB,DDR3,8850,8,,
Kingston ACR256X64D3S13C9G 2GB,DDR3,8800,2,,
SK Hynix HMT451R7AFR8A-PB 4GB,DDR3,8800,4,,
Hynix Semiconductor (Hyundai Electronics) HMT31GR7BFR4C-H9 8GB,DDR3,8600,8,,
SK Hynix HMT42GR7BFR4A-PB 16GB,DDR3,8600,16,,
Hynix Semiconductor (Hyundai Electronics) HMT31GR7BFR4C-PB 8GB,DDR3,8550,8,,
Micron Technology 18KSF51272PZ-1G6K1 4GB,DDR3,8500,4,,
Samsung M393B5273DH0-YK0 4GB,DDR3,8050,4,,
SK Hynix HMT351S6AFR8C-H9 4GB,DDR3,8050,4,,
Kingston 9965516-115.A00LF 16GB,DDR3,7150,16,,
Hynix Semiconductor (Hyundai Electronics) HMT41GU7MFR8A-H9 8GB,DDR3,10850,8,,
Kingston 99U5402-057.A00LF 2GB,DDR3,10700,2,,
A-DATA Technology AD63I1B0823EZD 2GB,DDR3,10700,2,,
Kingston 99U5474-021.A00LF 4GB,DDR3,10650,4,,
Wilk Elektronik S.A. GR1333D364L9S/4G 4GB,DDR3,10650,4,,
Transcend Information TS256MSK64V3N-I 2GB,DDR3,10600,2,,
Corsair CMY32GX3M4C1866C10 8GB,DDR3,10550,8,,
Kingston 99U5402-061.A00LF 2GB,DDR3,10500,2,,
Kingston 9905402-555.A00LF 4GB,DDR3,10500,4,,
Apacer Technology 78.B1GEP.CP00C 4GB,DDR3,10400,4,,
Kingston 9905403-084.A01LF 2GB,DDR3,10400,2,,
Kingston 99U5402-461.A00LF 4GB,DDR3,10400,4,,
Crucial Technology CT51264BA1339.M16F 4GB,DDR3,10400,4,,
Kingston 99U5584-003.A00LF 4GB,DDR3,10300,4,,
Corsair CMV8GX3M2A1333C9 4GB,DDR3,10250,4,,
Kingston 9905402-534.A00LF 4GB,DDR3,10250,4,,
G Skill Intl F3-8500CL7-4GBRL 4GB,DDR3,10250,4,,
Patriot Memory (PDP Systems) PSD32G133381 2GB,DDR3,10200,2,,
Corsair CMZ12GX3M3A1600C9 4GB,DDR3,10200,4,,
Kingston 99U5471-057.A00LF 8GB,DDR3,10200,8,,
Kingston 99U5474-038.A00LF 4GB,DDR3,10200,4,,
Vasekey 99U5403-009.A00L 8GB,DDR3,10150,8,,
Kingston 99U5402-137.A00LF 4GB,DDR3,10150,4,,
Kingston 99U5474-023.A00LF 4GB,DDR3,10150,4,,
Kingston KHX1600C9D3/2GX 2GB,DDR3,10150,2,,
Corsair CMV8GX3M1A1333C9 8GB,DDR3,10150,8,,
Samsung M378B2873FHS-CH9 1GB,DDR3,10100,1,,
Mushkin 992055 (997055) 8GB,DDR3,10100,8,,
Crucial Technology CT25664BA1339.C8F1 2GB,DDR3,10100,2,,
Patriot Memory (PDP Systems) 1333LL Series 2GB,DDR3,10100,2,,
Samsung M378B5673EH1-CF8 2GB,DDR3,10100,2,,
Kingston K531R8-ETF 4GB,DDR3,10100,4,,
Kingston 99U5471-030.A00LF 8GB,DDR3,10100,8,,
Kingston 99U5471-012.A00LF 4GB,DDR3,10100,4,,
Hynix Semiconductor (Hyundai Electronics) HMT325U7CFR8C-H9 2GB,DDR3,10000,2,,
Kingston 9905402-421.A00LF 2GB,DDR3,10000,2,,
Kingston 99U5471-031.A00LF 8GB,DDR3,10000,8,,
Corsair CMY32GX3M4C1600C9 8GB,DDR3,9950,8,,
G Skill Intl F3-1333C9-4GIS 4GB,DDR3,9950,4,,
Kingston 99U5402-030.A01LF 2GB,DDR3,9950,2,,
Kingston 99U5471-029.A00LF 4GB,DDR3,9900,4,,
