model,type,speed,Capacity (GB),Form Factor,DRAM Configuration
G Skill Intl F4-3200C15-16GVR 16GB,DDR4,16250,16,DIMM,Dual Channel
Crucial Technology BLS4G4D26BFSC.8FD2 4GB,DDR4,16150,4,SO-DIMM,Single Rank x16
Corsair CM4X8GF3000C15K4 8GB,DDR4,16100,8,DIMM,Unbuffered
Apacer Technology 78.BAGMD.AF20B 4GB,DDR4,16050,4,SO-DIMM,
G Skill Intl F4-2666C19-8GSXK 8GB,DDR4,16000,8,SO-DIMM,Dual Channel
Corsair CMR64GX4M4C3000C15 16GB,DDR4,16000,16,DIMM,Dual In-Line Memory Module (DIMM)
Corsair CM4B16G4J2400A16K2-O 16GB,DDR4,15900,16,UDIM (Unbuffered Dual In-Line Memory Module),x16
Wilk Elektronik S.A. IRX3000D464L16S/8G 8GB,DDR4,15900,8,DIMM,Single Rank x16
Kingston 9905702-136.A00G 8GB,DDR4,15800,8,SO-DIMM,PC4-1600
G Skill Intl F4-3000C14-8GTZ 8GB,DDR4,15750,8,SO-DIMM,Unbuffered
Kingston 9905624-046.A00G 8GB,DDR4,15700,8,SO-DIMM,Single Rank
Crucial Technology BLS4G4D26BFSB.8FBR2 4GB,DDR4,15650,4,DIMM,Unbuffered Single-Sided
Corsair CMW16GX4M1Z3600C18 16GB,DDR4,15650,16,DIMM,Dual In-Line Memory Module
Wilk Elektronik S.A. W-HK26S16G 16GB,DDR4,15600,16,SO-DIMM,Single Rank
Patriot Memory (PDP Systems) PSD44G266681 4GB,DDR4,15550,4,DIMM,x16
Corsair CMU32GX4M2C3000C15 16GB,DDR4,15550,16,UDIMM,Dual Channel
G Skill Intl F4-3000C14-16GTZ 16GB,DDR4,15550,16,SO-DIMM,Dual Channel
Hyundai Inc GR26C16S8K2HU416 8GB,DDR4,15500,8,SO-DIMM,Single-Rank x16
EVGA 8GX-D4-2800-MR 8GB,DDR4,15500,8,DIMM,Single Channel
Golden Empire CL16-18-18 D4-2666 8GB,DDR4,15500,8,SO-DIMM,Unbuffered
G Skill Intl F4-3200C16-8GVSB 8GB,DDR4,15500,8,SO-DIMM,Dual Channel
Team Group Inc. TEAMGROUP-UD4-3000 8GB,DDR4,15500,8,SO-DIMM,
Wilk Elektronik S.A. IRX2666D464L16S/8G 8GB,DDR4,15400,8,SO-DIMM,x16
Crucial Technology BL8G26C16U4B.8FD 8GB,DDR4,15400,8,SO-DIMM,x16
Crucial Technology CT8G4DFS8266.M8FE 8GB,DDR4,15400,8,SO-DIMM,DIMM x2
Kingston KF3600C18D4/16GX 16GB,DDR4,15400,16,SO-DIMM,Dual Channel
Crucial Technology CT8G4DFD824A.C16FADP 8GB,DDR4,15350,8,SO-DIMM,Dual Channel
Crucial Technology BL8G30C15U4R.M8FE 8GB,DDR4,15350,8,SO-DIMM,Unbuffered
Kingston KHX3200C16D4/32GX 32GB,DDR4,15350,32,DIMM,x4
Kingston LV26D4S9S8HJ-8 8GB,DDR4,15350,8,SO-DIMM,PC4-1923
A-DATA Technology AO1P24HCST2-BSCS 16GB,DDR4,15300,16,SO-DIMM,Unbuffered
Corsair CMK16GX4M2K3600C19 8GB,DDR4,15300,8,SO-DIMM,Dual Channel
G Skill Intl F4-4000C19-16GTZSW 16GB,DDR4,15250,16,SO-DIMM,Dual Channel
Kingston 9905678-177.A00G 8GB,DDR4,15250,8,DIMM,Single Rank x16
Corsair CMSX16GX4M2A3000C18 8GB,DDR4,15250,8,DIMM,"Unbuffered, Non-ECC"
V-Color Technology Inc. TN48G26S819-SB 8GB,DDR4,15200,8,SO-DIMM,Single Channel
Essencore Limited KD4AGSA8A-32N2200 16GB,DDR4,15200,16,SO-DIMM,Dual In-Line
Wilk Elektronik S.A. IRH2666D464L19/16G 16GB,DDR4,15150,16,SO-DIMM,x16
G Skill Intl F4-2666C19-8GNT 8GB,DDR4,15150,8,SO-DIMM,Dual Channel
A-DATA Technology AO1P32NC8T1-BCIS 8GB,DDR4,15100,8,SO-DIMM,Unbuffered
Micron Technology 16ATF2G64HZ-2G3E2 16GB,DDR4,15050,16,UDIMM,x16
Crucial Technology CT16G4DFD8266.M16FE 16GB,DDR4,15050,16,SO-DIMM,x8 Dual Channel
Kingston KHX2666C16S4/32G 32GB,DDR4,14950,32,UDIMM,Single-Channel
Wilk Elektronik S.A. GR2400S464L17/16G 16GB,DDR4,14850,16,SO-DIMM,Dual Channel
Kingmax Semiconductor GSAF62F-D8---------- 4GB,DDR4,14750,4,DIMM,64x8
Gold Key Technology Co Ltd NMSO416F82-3200E 16GB,DDR4,14700,16,SO-DIMM,Single Sided
Kingston KF3200C20S4/8G 8GB,DDR4,14650,8,SO-DIMM,Unbuffered
Corsair CMR32GX4M4D3200C16 8GB,DDR4,14400,8,DIMM,Dual In-Line Memory Module (DIMM) x 2
SanMax Technologies Inc. SMD4-E16G48ME-26V 16GB,DDR4,13900,16,SO-DIMM,
G Skill Intl F4-2666C15-16GVK 16GB,DDR4,13650,16,DIMM,Dual Channel
Micron Technology 16ATF4G64AZ-3G2F1 32GB,DDR4,17500,32,SO-DIMM,Dual Channel
Corsair CMWS8GL3200K16W4E 8GB,DDR4,17200,8,SO-DIMM,Unbuffered
G Skill Intl F4-3200C14-16GTZDCB 16GB,DDR4,16500,16,Dual Channel Kit,x4
G Skill Intl F4-3200C16-8GTZRN 8GB,DDR4,16500,8,SO-DIMM,UDIMM
G Skill Intl F4-3866C18-4GVK 4GB,DDR4,16350,4,SO-DIMM,Dual Channel
Panram International Corporation W4U2400PS-4G 4GB,DDR4,16150,4,SO-DIMM,Not specified
G Skill Intl F4-3600C19-16GSXF 16GB,DDR4,16150,16,SODIMM,Dual Channel
A-DATA Technology AO2P21FC8R2-BRGS 8GB,DDR4,16100,8,SO-DIMM,Dual Channel
Corsair CMW16GX4M2C3466C16 8GB,DDR4,16000,8,DIMM,Dual Channel
Corsair CMU32GX4M2C3000C16 16GB,DDR4,15950,16,DIMM,Single Rank
G Skill Intl F4-2400C15-16GFXR 16GB,DDR4,15950,16,DIMM,Dual Channel
Crucial Technology BLT8G4D30AETA.K16FE 8GB,DDR4,15900,8,SO-DIMM,Unbuffered
Micron Technology 16ATF2G64AZ-2G6B1 16GB,DDR4,15850,16,SO-DIMM,Dual Channel
Corsair CMK8GX4M2B3200C16 4GB,DDR4,15850,4,DIMM,Dual Channel
Mushkin MR[A/B]4U320LLLM8G 8GB,DDR4,15800,8,DIMM,
SanMax Technologies Inc. SMD4-U8G48ME-26V 8GB,DDR4,15800,8,UDIMM,Single Rank x 16
G Skill Intl F4-2400C14-16GVK 16GB,DDR4,15800,16,DIMM,Dual Channel
G Skill Intl F4-2800C15-4GTZ 4GB,DDR4,15750,4,DIMM,Dual Channel
A-DATA Technology AO2P24HCST2-BTVS 16GB,DDR4,15700,16,SO-DIMM,Dual Channel
G Skill Intl F4-2800C15-8GVR 8GB,DDR4,15700,8,SO-DIMM,Dual Channel
Crucial Technology BLS8G4D30BESBK.8FD 8GB,DDR4,15700,8,SO-DIMM,Single Rank x16
Kingston KF2666C16D4/16G 16GB,DDR4,15700,16,SO-DIMM,PC4-1600
Corsair CMU16GX4M2C3000C15 8GB,DDR4,15650,8,SO-DIMM,Single-Rank
Corsair CM4X4GD3000C15K4 4GB,DDR4,15600,4,DIMM,Dual Inline Memory Module
G Skill Intl F4-3000C15-8GRRB 8GB,DDR4,15600,8,DIMM,Single Channel
Crucial Technology CT8G4DFD824A.C16FE 8GB,DDR4,15600,8,SO-DIMM,x1
Crucial Technology BLS8G4D26BFSBK.8FD 8GB,DDR4,15550,8,SO-DIMM,Single Rank x16
Apacer Technology GD2.1542WS.001 8GB,DDR4,15550,8,SO-DIMM,Dual Channel
Crucial Technology CT8G4DFRA266.C8FE 8GB,DDR4,15550,8,SO-DIMM,Single Rank
Hewlett-Packard 7EH64AA# 8GB,DDR4,15500,8,SODIMM,Dual Channel
G Skill Intl F4-3400C16-16GVR 16GB,DDR4,15450,16,SO-DIMM,Dual Channel
Crucial Technology BLS16G4D30CEST.16FD 16GB,DDR4,15450,16,UDIMM,1Rx8
Apacer Technology GD2.1527WE.001 8GB,DDR4,15400,8,SO-DIMM,Single Channel
Corsair CMU32GX4M2A2666C16 16GB,DDR4,15400,16,DIMM,x16
Crucial Technology BLS8G4D240FSB.16FBD? 8GB,DDR4,15350,8,SO-DIMM,Dual Channel
G Skill Intl F4-3000C16-8GTRS 8GB,DDR4,15350,8,SO-DIMM,Dual Channel
G Skill Intl F4-3000C15-4GVRB 4GB,DDR4,15350,4,DIMM,"Unbuffered, Single Module"
Asgard VMA45UG-MEC1U2AW2 8GB,DDR4,15350,8,SO-DIMM,Unbuffered
Team Group Inc. TEANGROUP-UD4-2400 8GB,DDR4,15300,8,UDIMM,Dual In-Line Memory Module
Avant Technology J641GU42J9266NL 8GB,DDR4,15300,8,SO-DIMM,Dual Channel
G Skill Intl F4-3000C16-8GRS 8GB,DDR4,15300,8,SO-DIMM,Dual Channel
Crucial Technology BLS8G4D26BFSBK.8FBD 8GB,DDR4,15300,8,SO-DIMM,Single Rank
Avexir Technologies Corporation DDR4-3600 CL17 4GB 4GB,DDR4,15250,4,SO-DIMM,Unbuffered
Corsair CM4X8GF2666C16K4 8GB,DDR4,15250,8,DIMM,Single-Channel
Kingston XW21KG-MIE2 8GB,DDR4,15200,8,SO-DIMM,Single Rank
Patriot Memory (PDP Systems) PSD48G320081 8GB,DDR4,15200,8,UDIMM,PC4-15300
Hynix Semiconductor (Hyundai Electronics) HMA81GS6JJR8N-VK 8GB,DDR4,15150,8,SO-DIMM,Dual In-Line
Thermaltake Technology Co Ltd R009D408GX2-4400C19A 8GB,DDR4,15100,8,Dual In-Line (DIMM),"PC4-15100, CL 19-19-19"
Kingston CBD26D4S9S8ME-8 8GB,DDR4,15050,8,SO-DIMM,PC4-1500
Crucial Technology BLS8G4D26BFSEK.8FD 8GB,DDR4,15050,8,SO-DIMM,Single Rank
Kingston X5H5PW-MIE 8GB,DDR4,15000,8,SO-DIMM,Unbuffered
A-DATA Technology AO1P32NCSV1-BDBS 16GB,DDR4,15000,16,SO-DIMM,Single Rank x8
Ramaxel Technology RMSA3320KE78HAF-3200 8GB,DDR4,14950,8,SO-DIMM,Single Channel
Kingston XJ69DF-MIE 8GB,DDR4,14900,8,SO-DIMM,Dual Channel
Corsair CMSX32GX4M2A3200C22 16GB,DDR4,14900,16,SO-DIMM,Dual Channel
Corsair MK16GX4B3000C15,DDR4,14800,4,DIMM,Dual In-Line Memory Module (DIMM) x2
Crucial Technology CT16G4SFRA32A.M16FRS 16GB,DDR4,14800,16,SO-DIMM,Dual In-Line
Crucial Technology BL8G26C16U4R.8FD 8GB,DDR4,14750,8,SO-DIMM,Single-Rank
Crucial Technology CT8G4SFS832A.C8FP 8GB,DDR4,14750,8,SO-DIMM,Dual Channel
Samsung M471A2K43DB1-CWE 16GB,DDR4,14650,16,SO-DIMM,Dual In-Line Memory Module
G Skill Intl F4-4266C17-16GTRGB 16GB,DDR4,14600,16,DIMM,Dual Channel
Corsair CMWX8GD3200C16W2E 8GB,DDR4,14300,8,SO-DIMM,PC4-1600
Patriot Memory (PDP Systems) PSD432G32002S 32GB,DDR4,14200,32,SO-DIMM,Dual Channel
Corsair CMK32GX4M4Z2933C16 8GB,DDR4,14100,8,DIMM,x4
Crucial Technology CT8G4SFRA266.M8FJ 8GB,DDR4,14000,8,SO-DIMM,Single Rank
Crucial Technology BLS4G4D26BFSB.8FB 4GB,DDR4,13250,4,SO-DIMM,Unbuffered
Corsair CMR64GX4M8X3800C19 8GB,DDR4,13150,8,DIMM,Single-Channel
Corsair CMT64GX4M8X3600C18 8GB,DDR4,12500,8,DIMM,Single Channel
G Skill Intl F4-2400C17-16GSXF 16GB,DDR4,12250,16,DIMM,Dual Channel
Thermaltake Technology Co Ltd R017D408GX2-3600C18A 8GB,DDR4,16850,8,SO-DIMM,Dual Channel
G Skill Intl F4-3600C19-8GSXK 8GB,DDR4,16300,8,SO-DIMM,Dual Channel
Ramaxel Technology RMUA5200MR78HAF-3200 8GB,DDR4,16150,8,SO-DIMM,Unbuffered
Corsair CMR16GX4M2E4266C19 8GB,DDR4,16050,8,Dual In-Line Memory Module (DIMM),XMP 2.0
Corsair CMK16GX4M1Z3600C18 16GB,DDR4,15950,16,DIMM,Dual Channel
G Skill Intl F4-3000C16-8GSXWB 8GB,DDR4,15900,8,SO-DIMM,Single Channel
G Skill Intl F4-3200C16-8GVS 8GB,DDR4,15900,8,SO-DIMM,Dual Channel
Samsung M378A2K43EB1-CWE 16GB,DDR4,15850,16,UDIMM,"Dual In-Line Memory Module (Unbuffered, Single-Sided)"
Corsair CMK32GX4M4B3333C16 8GB,DDR4,15800,8,DIMM,Dual In-Line Memory Module
Corsair CMK8GX4M2B4000C19 4GB,DDR4,15750,4,DIMM,Dual Channel
Essencore Limited KD48GU88A-26N1600 8GB,DDR4,15750,8,SO-DIMM,Dual In-Line
Avexir Technologies Corporation T 4GB,DDR4,15700,4,SO-DIMM,Unbuffered
Gloway International (HK) STK4U2400D17042C 4GB,DDR4,15700,4,SO-DIMM,UDIMM
Corsair CMR16GX4M2C3000C15 8GB,DDR4,15700,8,SO-DIMM,Dual Channel
Silicon Power Computer & Communications SP008GBLFU266B02 8GB,DDR4,15650,8,SO-DIMM,Dual Channel
"PNY Technologies, Inc. 8GBF1X08QFHH38-135-K 8GB",DDR4,15650,8,SO-DIMM,Single Rank x16
Corsair CMWB8G1L2666A16W4 8GB,DDR4,15600,8,SO-DIMM,Dual Channel
Corsair CM4X16GC3000C16K4D 16GB,DDR4,15600,16,SO-DIMM,Dual Channel
G Skill Intl F4-3200C16-8GVRB 8GB,DDR4,15550,8,DIMM,Dual Channel
Avant Technology W641GU42J7240NB 8GB,DDR4,15500,8,SO-DIMM,Single Channel
Avexir Technologies Corporation DDR4-3000 CL15 8GB 8GB,DDR4,15500,8,DIMM,Dual In-Line Memory Module
Apacer Technology AQD-D4U8GN24-SE 8GB,DDR4,15450,8,UDIMM,PC4-1923
Panram International Corporation PUD42400C168GVS 8GB,DDR4,15400,8,SO-DIMM,PC4-1533
Kingston 9905624-025.A00G 8GB,DDR4,15400,8,SO-DIMM,Dual Channel
Crucial Technology BLS8G4D26BFSTK.8FD 8GB,DDR4,15350,8,SO-DIMM,Single Rank
Crucial Technology BLS16G4D240FSC.16FD 16GB,DDR4,15350,16,SO-DIMM,Single Channel
Crucial Technology CT8G4DFS6266.M4FE 8GB,DDR4,15350,8,SODIMM,Single-Rank
G Skill Intl F4-3200C16-16GTRG 16GB,DDR4,15350,16,DIMM,Dual Channel
Kingston KHX3000C15D4/8GX 8GB,DDR4,15350,8,SO-DIMM,Single Rank x16
Samsung M378A1K43BB1-CTD 16GB,DDR4,15350,16,SO-DIMM,UDIMM
G Skill Intl F4-3200C18-8GRS 8GB,DDR4,15300,8,SO-DIMM,Dual Channel
Kingston KHX2666C13/8GX 8GB,DDR4,15300,8,DIMM,X16
Crucial Technology CT8G4SFS8266.C8FE 8GB,DDR4,15300,8,SODIMM,Dual In-Line
Kingston XRMWRN-MIE2 16GB,DDR4,15250,16,UDIMM (Unbuffered Dual In-Line Memory Module),Single Channel
Crucial Technology BLS8G4D240FSCK.8FD 8GB,DDR4,15200,8,SO-DIMM,Dual Channel
Micron Technology 8ATF1G64HZ-3G2E1 8GB,DDR4,15200,8,SO-DIMM,Unbuffered
A-DATA Technology DDR4 3000 8GB,DDR4,15200,8,SO-DIMM,Single Channel
Apacer Technology 78.CAGSZ.4070B 8GB,DDR4,15150,8,SO-DIMM,x1
Corsair CM4X16GE2400C14K4 16GB,DDR4,15100,16,DIMM,Dual In-Line Memory Module
G Skill Intl F4-2666C15-16GVR 16GB,DDR4,15100,16,SO-DIMM,Dual Channel
Neo Forza NMUD480E82-2666 8GB,DDR4,15100,8,DIMM,Single Rank x16
Corsair CMSX8GX4M1A2666C18 8GB,DDR4,15100,8,SO-DIMM,x16
Crucial Technology CT8G4SFS832A.C8FE 8GB,DDR4,15100,8,SO-DIMM,Dual Channel
G Skill Intl F4-2933C16-16GTZRX 16GB,DDR4,15050,16,DIMM,"PC4-15000, C16"
Smart Modular SF4641G8CK8I6GKSEG 8GB,DDR4,15050,8,SO-DIMM,
InnoDisk Corporation M4SI-BGS2OC0K-A 32GB,DDR4,15000,32,SO-DIMM,Single Rank x16
Crucial Technology CT8G4SFRA32A.M8FJ 8GB,DDR4,15000,8,SO-DIMM,SDRAM
Kingston KHX2400C15S4/16G 16GB,DDR4,15000,16,DIMM,"Unbuffered, Single Rank"
Apacer Technology 76.D305G.D060B 16GB,DDR4,15000,16,SO-DIMM,Dual Channel
Crucial Technology CT16G4SFD8266.C16FN 16GB,DDR4,15000,16,SO-DIMM,Single-Channel
G Skill Intl F4-4266C19-32GTZR 32GB,DDR4,14950,32,SO-DIMM,Dual Channel
Kingston KHX2666C15S4/16G 16GB,DDR4,14950,16,SO-DIMM,Single Rank x16
Corsair CMD32GX4M2B2800C14 16GB,DDR4,14950,16,DIMM,Dual Channel
Corsair CMK64GX4M2C3200C16 32GB,DDR4,14950,32,DIMM,Dual Channel
Kingston 9905701-132.A00G 16GB,DDR4,14900,16,SO-DIMM,Single Rank
Thermaltake Technology Co Ltd R009D408GX2-3000C16B 8GB,DDR4,14900,8,SO-DIMM,Dual Channel
Avant Technology W642GU42J7240N8 16GB,DDR4,14850,16,SO-DIMM,Dual Channel
G Skill Intl F4-2666C18-16GRS 16GB,DDR4,14850,16,SO-DIMM,Single Channel
Kingston 9905702-120.A00G 8GB,DDR4,14750,8,SO-DIMM,PC4-1866
Century Micro Inc. CENTURY JAPAN MEMORY 8GB,DDR4,14750,8,SO-DIMM,Dual Channel
Samsung V-GeN D4S16GL26A8TL6 16GB,DDR4,14700,16,UDIMM,Unbuffered Single-Rank
Corsair CMK8GX4M2B3866C18 4GB,DDR4,14600,4,DIMM,Dual Channel
Crucial Technology CT8G4SFRA32A.M8FR 8GB,DDR4,14600,8,SO-DIMM,Dual Channel
G Skill Intl F4-3333C16-16GVR 16GB,DDR4,14550,16,SO-DIMM,Dual Channel
Crucial Technology CT16G4SFD824A.M16FD1 16GB,DDR4,14500,16,SO-DIMM,Single Rank
Transcend Information JM3200HLB-16GK 8GB,DDR4,14450,8,SO-DIMM,Single Rank
"PNY Technologies, Inc. M4S16S682LJJJ43-12 16GB",DDR4,14450,16,SO-DIMM,SDRAM
G Skill Intl F4-2666C19-16GRS 16GB,DDR4,14450,16,SO-DIMM,Dual Channel
Crucial Technology CT16G4SFD8266.M16FRS 16GB,DDR4,14450,16,SO-DIMM,"Single-Rank, Dual-Channel"
Boya Microelectronics Inc. AM52SE22G64AP-RQ 16GB,DDR4,14400,16,SO-DIMM,Unbuffered
Crucial Technology CT8G4SFS8266.C8FN 8GB,DDR4,14400,8,SO-DIMM,Dual Channel
Corsair CMSX64GX4M2A2666C18 32GB,DDR4,14300,32,DIMM,Dual Channel
Corsair CMK64GX4M4D3000C16 16GB,DDR4,14250,16,DIMM,Dual Channel
Corsair CMK64GX4M8B3200C16 8GB,DDR4,14200,8,DIMM,Dual In-Line Memory Module (DIMM)
Crucial Technology BLS16G4D26BFSC.16FBD 16GB,DDR4,14200,16,SO-DIMM (common for laptops and small form factor PCs),Dual Channel
Corsair CMK128GX4M4A2666C16 32GB,DDR4,13700,32,DIMM,Dual In-Line Memory Module
Corsair CMK128GX4M8Z2933C16 16GB,DDR4,12950,16,DIMM,Dual Channel
G Skill Intl F4-3600C17-8GVK 8GB,DDR4,15700,8,Dual In-Line Memory Module (DIMM),UDIMM
Corsair CMD16GX4M2B2800C14 8GB,DDR4,15650,8,DIMM,Dual Channel
Apacer Technology 76.D105G.D090B 16GB,DDR4,15600,16,SO-DIMM,Dual Channel
EVGA 16G-D4-2400-MR 8GB,DDR4,15600,8,DIMM,Single Rank x16
SK Hynix V-GeN D4H8GL26A8TX5 8GB,DDR4,15500,8,SO-DIMM,x16
Corsair CMU32GX4M2C3200C16 16GB,DDR4,15500,16,DIMM,Dual Channel
G Skill Intl F4-2800C15-4GVRB 4GB,DDR4,15450,4,SO-DIMM,Dual Channel
Kingston X3XCFP-HYA 8GB,DDR4,15450,8,SO-DIMM,Dual Channel
Crucial Technology BLS16G4D30AESE.M16FE 16GB,DDR4,15450,16,SO-DIMM,"Single Rank, x8"
Crucial Technology BLS8G4D26BFSCK.8FBD 8GB,DDR4,15400,8,SO-DIMM,Dual Channel
Kingston 9905701-011.A00G 16GB,DDR4,15350,16,SO-DIMM,Dual Channel
Corsair CM4X16GC3200C16K2E 16GB,DDR4,15350,16,UDIMM/SO-DIMM,UDIMM
Corsair CMK16GX4M4B3300C16 4GB,DDR4,15300,4,DIMM,Dual Channel
Kingston CBD26D4U9S8MH-8 8GB,DDR4,15300,8,SO-DIMM,Single Rank
Crucial Technology BLS8G4D32AESCK.M8FE 8GB,DDR4,15300,8,SO-DIMM,PC4-1923
Corsair CM4B8G2J3000K15K 8GB,DDR4,15250,8,SO-DIMM,Dual Channel
G Skill Intl F4-2666C15-8GVR 8GB,DDR4,15250,8,DIMM,"Dual In-Line Memory Module, 16x512MB"
G Skill Intl F4-3000C15-8GVRB 8GB,DDR4,15200,8,SO-DIMM,Unbuffered
Smart Modular SMU4WEC8C1K0464FCG 8GB,DDR4,15150,8,SO-DIMM,1Rx8
G Skill Intl F4-3000C14-16GVK 16GB,DDR4,15150,16,DIMM,Dual Channel
G Skill Intl F4-3000C16-8GISB 8GB,DDR4,15150,8,DIMM,Unbuffered
Corsair CMK64GX4M2A2666C16 32GB,DDR4,15150,32,DIMM,Dual Channel
G Skill Intl F4-4000C19-16GTRS 16GB,DDR4,15150,16,SO-DIMM,Dual Channel
Chun Well Technology Holding Limited CL16-18-18 D4-3000 16GB,DDR4,15100,16,SO-DIMM,Unbuffered
Crucial Technology BLS8G4D240FSC.M16FAD 8GB,DDR4,15050,8,SO-DIMM,Single Rank
Crucial Technology CT16G4S24AM.M16FB 16GB,DDR4,15050,16,SO-DIMM,Single Rank x8
V-Color Technology Inc. TL8G36818D-E6PRSWK 8GB,DDR4,15050,8,DIMM,Unbuffered
Hewlett-Packard 7EH67AA# 8GB,DDR4,15050,8,DIMM,Dual Channel
Crucial Technology CT8G4SFD824A.M16FE1 8GB,DDR4,15050,8,SO-DIMM,Single Rank
G Skill Intl F4-2800C15-8GVRB 8GB,DDR4,15050,8,DIMM,Dual Channel
Corsair CMK32GX4M2C3200C18 16GB,DDR4,15000,16,SO-DIMM,Dual Channel
Corsair CM4X8GD3000C16K4 8GB,DDR4,14950,8,UDIM,
Micron Technology 8G2666CL19 8GB,DDR4,14900,8,DIMM,Dual Inline Memory Module (DIMM)
Corsair CMW16GX4M2D3000C16 8GB,DDR4,14900,8,DIMM,Dual Channel
Kingston KHX2666C15S4/8G 8GB,DDR4,14900,8,DIMM,Unbuffered Singles
Essencore Limited KD48GS88J-26N1900 8GB,DDR4,14850,8,SO-DIMM,x16
Kingston 9905703-008.A00G 16GB,DDR4,14800,16,UDIMM,PC4-1866
Kingston 9905624-014.A00G 4GB,DDR4,14750,4,SO-DIMM,Unbuffered
G Skill Intl F4-3200C22-8GRS 8GB,DDR4,14750,8,DIMM,PC4-10600
Kingston HP28D4S7D8HA-16X 16GB,DDR4,14650,16,UDIMM/RDIMM,x16
Kingston 9905630-063.A00G 16GB,DDR4,14650,16,SO-DIMM,Single-Rank x16
Crucial Technology BLS8G4D30CESTK.8FD 8GB,DDR4,14650,8,SO-DIMM,Single Rank x16
Crucial Technology CT32G4SFD832A.C16FE 32GB,DDR4,14650,32,UDIMM,Single Rank
Chun Well Technology Holding Limited MD4U1632161DCW 16GB,DDR4,14500,16,UDIMM,Single Rank x8
SK Hynix HMAA4GS6AJR8N-VK 32GB,DDR4,14500,32,SO-DIMM,x16
Kingston 9905744-067.A00G 32GB,DDR4,14450,32,UDIMM,Single-Rank x8
G Skill Intl F4-3200C16-8GVKBN 8GB,DDR4,14400,8,DIMM,Dual Channel
Team Group Inc. 16GB,DDR4,14300,16,SO-DIMM,Dual Channel
G Skill Intl F4-2666C18-32GRS 32GB,DDR4,14250,32,SO-DIMM,Dual Channel
Corsair CMK128GX4M4E3200C16 32GB,DDR4,13750,32,DIMM,Quad Channel
Samsung M393A2K43BB1-CPB 16GB,DDR4,12500,16,UDIM (Unbuffered Dual In-Line Memory Module),"x8 (8 banks, 4 rows per bank)"
Crucial Technology CT8G4DFRA32A.M4FF 8GB,DDR4,16900,8,SO-DIMM,Single Channel
Kingston HP32D4U2S8MR-8 8GB,DDR4,16150,8,SO-DIMM,Unbuffered
G Skill Intl F4-2133C15-8GFXR 8GB,DDR4,15850,8,DIMM,Single Channel
Essencore Limited IMA41GU6MFR8N-CF0 8GB,DDR4,15800,8,SO-DIMM,UDIMM
Corsair CM4B8G4J2400A16K2-ON 8GB,DDR4,15750,8,SO-DIMM,Unbuffered
Kingston KF3200C16D4/32GX 32GB,DDR4,15750,32,DIMM,Dual In-Line Memory Module
Corsair CMK4GX4M1A2400C14 4GB,DDR4,15700,4,SO-DIMM,Unbuffered Single Rank
Crucial Technology BLS4G4D240FSC.8FARG 4GB,DDR4,15600,4,SO-DIMM,Single Channel
G Skill Intl F4-2666C15-8GVS 8GB,DDR4,15600,8,SO-DIMM,PC4-1920
Crucial Technology BLS8G4D240FSB.16FBD 8GB,DDR4,15550,8,SO-DIMM,PC4-1923
G Skill Intl F4-2400C15-8GFXR 8GB,DDR4,15500,8,Dual In-Line (DIMM),x8
EVGA 8GX-D4-3200-MR 8GB,DDR4,15500,8,DIMM,x4
Apacer Technology 78.CAGP7.C7Z0B 8GB,DDR4,15450,8,SO-DIMM,Single Rank x16
Corsair CM4B8G7L2666A16K2-O 8GB,DDR4,15450,8,DIMM,Dual Channel
Corsair CMR16GX4M2C3200C16 8GB,DDR4,15450,8,DIMM,Dual Channel
Corsair CMV8GX4M1A2666C18 8GB,DDR4,15450,8,DIMM,"Unbuffered, Single Channel"
DSL Memory CIR-W4SUSS2408G 8GB,DDR4,15400,8,SO-DIMM,Dual In-Line
Kingston 9965669-017.A00G 16GB,DDR4,15400,16,SO-DIMM,Dual Channel
Kingston 99U5702-020.A00G 8GB,DDR4,15400,8,SO-DIMM,Unbuffered
Corsair CMG32GX4M2E3200C16 16GB,DDR4,15400,16,SO-DIMM,Dual Channel
"PNY Technologies, Inc. 8GBF2X04JEEE36-12-K 8GB",DDR4,15400,8,SO-DIMM,Dual In-Line (2Rx8)
Kingston KHX2666C13D4/8GX 8GB,DDR4,15400,8,SO-DIMM,x16
G Skill Intl F4-3200C16-8GVR 8GB,DDR4,15350,8,SO-DIMM,Dual Channel
Gloway International (HK) STK2400CL17SNB16GB 16GB,DDR4,15350,16,SO-DIMM,Single Rank
Kingston KHX2400C14S4/4G 4GB,DDR4,15300,4,DIMM,SODIMM
G Skill Intl F4-2400C17-4GIS 4GB,DDR4,15250,4,DIMM,Single Channel
Micron Technology 16GB 2133MHz DIMM 16GB,DDR4,15250,16,DIMM,Dual In-Line Memory Module
Kingston 99U5702-089.A00G 8GB,DDR4,15200,8,SO-DIMM,Unbuffered
Corsair CMD16GX4M2A2666C15 8GB,DDR4,15150,8,DIMM,Dual Channel
Crucial Technology CT8G4DFS824A.M8FB 8GB,DDR4,15150,8,SO-DIMM,Dual In-Line
Crucial Technology BLS8G4D26BFSB.16FBD2 8GB,DDR4,15150,8,SO-DIMM,"Single Rank, x8 Data Width"
G Skill Intl F4-3200C16-4GVK 4GB,DDR4,15150,4,DIMM,Dual Channel
Corsair CMSX32GX4M1A2666C18 32GB,DDR4,15150,32,Dual In-Line (DIMM),Quad Channel
